Index,馬名,生年月日,調教師,馬主,生産者,産地,セリ取引価格,父,母,母父,POG期間賞金_半期,POG期間賞金_通年
2012101549,フォギヴ 　,2012年4月15日,西浦勝一 (栗東),Ｈ．Ｈ．シェイク・モハメド,ダーレー・ジャパン・ファーム,日高町,,コマンズ,ジェネラスオプション,Cadeaux Genereux,110.00,110.00
2012101550, □地マホトーン 　,2012年5月18日,栗田裕光 (大井),村上直樹,ダーレー・ジャパン・ファーム,日高町,,ディープスカイ,ジェノヴァ,Darshaan,87.50,110.90
2012101551,ジャパニーズウィスパーの2012 　,2012年2月16日, ,,ダーレー・ジャパン・ファーム,日高町,,ネオユニヴァース,ジャパニーズウィスパー,Machiavellian,0,0
2012101552, □地カノーヴァ 　,2012年4月25日,月岡健二 (大井),上田健一,ダーレー・ジャパン・ファーム,日高町,,コマンズ,スカルプトレス,サンデーサイレンス,75.00,150.00
2012101553, □地アンフィシアター 　,2012年2月7日,頼本盛行 (荒尾),原久美子,ダーレー・ジャパン・ファーム,日高町,,ストーミングホーム,ステージスクール,サンデーサイレンス,0.00,0.00
2012101554,ストロベリーズ 　,2012年3月7日,小島太 (美浦),Ｈ．Ｈ．シェイク・モハメド,ダーレー・ジャパン・ファーム,日高町,,コマンズ,ストロベリーフェア,Kingmambo,180.00,480.00
2012101555,スキースクール 　,2012年1月12日,西浦勝一 (栗東),Ｈ．Ｈ．シェイク・モハメド,ダーレー・ジャパン・ファーム,日高町,,パイロ,スノーキトゥン,Storm Cat,180.00,1510.00
2012101556, □地クレスタラン 　,2012年4月18日, (地方),高橋孝保,ダーレー・ジャパン・ファーム,日高町,,ストーミングホーム,スノーフレークＩＩ,Caerleon,0.00,0.00
2012101557, □地スノードニア 　,2012年2月18日,田中淳司 (北海道),芳住革二,ダーレー・ジャパン・ファーム,日高町,,パイロ,スノーリンクス,Lemon Drop Kid,0.00,0.00
2012101558,タンジブル 　,2012年3月26日,黒岩陽一 (美浦),Ｈ．Ｈ．シェイク・モハメド,ダーレー・ジャパン・ファーム,日高町,,ディープスカイ,タッチII,Pulpit,180.00,2162.10
2012101559,シミター 　,2012年5月25日,牧光二 (美浦),Ｈ．Ｈ．シェイク・モハメド,ダーレー・ジャパン・ファーム,日高町,,パイロ,ダガーズアラベスク,ジェイドロバリー,0,0
2012101560,ストームエンジェル 　,2012年4月24日, ,,ダーレー・ジャパン・ファーム,日高町,,ストーミングホーム,チェルビム,サンデーサイレンス,0,0
2012101561, □地エンデヴァー 　,2012年1月22日, (地方),山本晋也,ダーレー・ジャパン・ファーム,日高町,,コマンズ,チャリティークエスト,コロナドズクエスト,200.00,200.00
2012101562, □地ディープチル 　,2012年3月11日,晴山厚司 (岩手),竹洞博,ダーレー・ジャパン・ファーム,日高町,,ディープスカイ,チリースタート,Caerleon,0.00,0.00
2012101563, □地マンテンドリーム 　,2012年5月2日,佐藤英明 (北海道),小島將之,ダーレー・ジャパン・ファーム,日高町,,ディープスカイ,テンプティングフェイト,Persian Bold,0.00,120.00
2012101564,デザートファイア 　,2012年5月4日,角田晃一 (栗東),Ｈ．Ｈ．シェイク・モハメド,ダーレー・ジャパン・ファーム,日高町,,パイロ,デザートチル,Red Ransom,0.00,150.00
2012101565, □地ヴェリテ 　,2012年5月24日,竹下太 (愛知),辻祐二,ダーレー・ジャパン・ファーム,日高町,,ディープスカイ,トゥルーファンタジー,Seeking the Gold,50.00,880.00
2012101566,ジャイロスコープ 　,2012年3月2日,池上昌弘 (美浦),Ｈ．Ｈ．シェイク・モハメド,ダーレー・ジャパン・ファーム,日高町,,パイロ,トリプルアクト,Theatrical,0.00,740.00
2012101567,クワドループル 　,2012年2月26日,小島太 (美浦),Ｈ．Ｈ．シェイク・モハメド,ダーレー・ジャパン・ファーム,日高町,,コマンズ,トリプルピルエット,サンデーサイレンス,110.00,1620.00
2012101568,メナスコ 　,2012年3月20日,藤岡健一 (栗東),Ｈ．Ｈ．シェイク・モハメド,ダーレー・ジャパン・ファーム,日高町,,ストーミングホーム,トリート,Barathea,798.00,798.00
2012101569, □地トーカティヴ 　,2012年1月31日,坂本昇 (船橋),坂本順子,ダーレー・ジャパン・ファーム,日高町,,ストーミングホーム,トークショウ,ディクタット,0.00,514.00
2012101570, ○地ケンブリッジヒカリ 　,2012年1月21日,石栗龍彦 (美浦),中西宏彰,ダーレー・ジャパン・ファーム,日高町,,アドマイヤムーン,ドバイソプラノ,Zafonic,0.00,0.00
2012101571, □地ステージコマンダー 　,2012年2月25日,宇野木数 (浦和),倉田博樹,ダーレー・ジャパン・ファーム,日高町,,コマンズ,ドラマティーク,Darshaan,0.00,0.00
2012101572,デストリアー 　,2012年2月26日,千田輝彦 (栗東),Ｈ．Ｈ．シェイク・モハメド,ダーレー・ジャパン・ファーム,日高町,,ディープスカイ,ドリームスキーム,Machiavellian,0.00,360.00
2012101573,ニューアイデアの2012 　,2012年4月16日, ,,ダーレー・ジャパン・ファーム,日高町,,ストーミングホーム,ニューアイデア,Cape Cross,0,0
2012101574,ニューエディション 　,2012年3月21日,中内田充 (栗東),Ｈ．Ｈ．シェイク・モハメド,ダーレー・ジャパン・ファーム,日高町,,アドマイヤムーン,ニューチャプターＩＩ,A.P. Indy,810.00,810.00
2012101575,シームストレス 　,2012年4月5日,野中賢二 (栗東),Ｈ．Ｈ．シェイク・モハメド,ダーレー・ジャパン・ファーム,日高町,,Cape Cross,ニードルクラフト,Mark of Esteem,0.00,0.00
2012101576, □地アサバスカ 　,2012年2月29日,堀千亜樹 (大井),山下勇,ダーレー・ジャパン・ファーム,日高町,,コマンズ,ハンドオブフェイト,ジェイドロバリー,0.00,120.00
2012101577, □地プリマゴールド 　,2012年4月16日,大塚信次 (兵庫),山本晋也,ダーレー・ジャパン・ファーム,日高町,,ステイゴールド,バラッドローズ,Sky Mesa,0.00,0.00
2012101578, □地ファイルベスト 　,2012年2月20日,佐野謙二 (大井),矢沼浩二,ダーレー・ジャパン・ファーム,日高町,,コマンズ,バランバ,King's Best,53.20,53.20
2012101579, □地ルミナス 　,2012年3月25日,沢佳宏 (地方),長谷川秀徳,ダーレー・ジャパン・ファーム,日高町,,ファンタスティックライト,パヒューメリー,Dubai Millennium,0.00,140.00
2012101580, □地ムーンチェイサー 　,2012年2月16日,細川忠義 (高知),大西充秋,ダーレー・ジャパン・ファーム,日高町,,アドマイヤムーン,パラフレーズ,Pivotal,0.00,0.00
2012101581,ピクチャレスク 　,2012年4月6日,高橋義忠 (栗東),Ｈ．Ｈ．シェイク・モハメド,ダーレー・ジャパン・ファーム,日高町,,コマンズ,ピクチャープリンセス,Sadler's Wells,0.00,0.00
2012101582, □地ダンヴィル 　,2012年3月19日,村上頼章 (大井),小田和子,ダーレー・ジャパン・ファーム,日高町,,コマンズ,ファダラン,Cherokee Run,0.00,150.00
2012101583,ヤマノルミナス 　,2012年5月9日,高橋亮 (栗東),山泉千代子,ダーレー・ジャパン・ファーム,日高町,,ディープスカイ,ファンアンドゲイムス,Rahy,0.00,600.00
2012101584,ファーザの2012 　,2012年5月14日, ,,ダーレー・ジャパン・ファーム,日高町,,ディープスカイ,ファーザ,Mr. Prospector,0,0
2012101585,カレリア 　,2012年3月11日,黒岩陽一 (美浦),Ｈ．Ｒ．Ｈ．プリンセス・ハヤ,ダーレー・ジャパン・ファーム,日高町,,ディープスカイ,フィンランディア,シングスピール,180.00,180.00
2012101586,イレイション 　,2012年4月28日,中内田充 (栗東),Ｈ．Ｈ．シェイク・モハメド,ダーレー・ジャパン・ファーム,日高町,,ディープスカイ,フェリシタス,King's Best,0.00,665.00
2012101587,フェンリル 　,2012年5月1日,手塚貴久 (美浦),Ｈ．Ｈ．シェイク・モハメド,ダーレー・ジャパン・ファーム,日高町,,タニノギムレット,フェンスイ,ティンバーカントリー,0.00,75.40
2012101588, □地カインドネス 　,2012年2月13日, (地方),梶正典,ダーレー・ジャパン・ファーム,日高町,,コマンズ,フレイミングスカイII,Red Ransom,110.00,113.60
2012101589, □地モポーク 　,2012年3月22日,沢佳宏 (大井),杉山一穂,ダーレー・ジャパン・ファーム,日高町,,コマンズ,フレンチアウル,Reset,0.00,380.00
2012101590,ブレイジング 　,2012年2月5日,西浦勝一 (栗東),Ｈ．Ｈ．シェイク・モハメド,ダーレー・ジャパン・ファーム,日高町,,パイロ,ブリクセン,Gone West,0.00,0.00
2012101591,アズリーニ 　,2012年5月18日,中内田充 (栗東),Ｈ．Ｈ．シェイク・モハメド,ダーレー・ジャパン・ファーム,日高町,,ストーミングホーム,ブルーダヌーブ,Bahri,0.00,0.00
2012101592, □地ウォーターウェイ 　,2012年4月22日,伊藤強一 (笠松),清水晴之,ダーレー・ジャパン・ファーム,日高町,,コンデュイット,ブロードチョイス,A.P. Indy,0.00,0.00
2012101593,ディマンズ 　,2012年2月20日,二ノ宮敬 (美浦),Ｈ．Ｈ．シェイク・モハメド,ダーレー・ジャパン・ファーム,日高町,,コマンズ,プレミアノアール,スペシャルウィーク,0.00,50.00
2012101594,スカーボロフェア 　,2012年3月20日,手塚貴久 (美浦),Ｈ．Ｈ．シェイク・モハメド,ダーレー・ジャパン・ファーム,日高町,,パイロ,ヘニーズソング,Unbridled's Song,550.00,550.00
2012101595, □地リバティ 　,2012年3月10日,高橋俊之 (金沢),草野光夫,ダーレー・ジャパン・ファーム,日高町,,ジャングルポケット,ヘルドキャプティヴ,Red Ransom,3.60,33.00
2012101596, □地ベッラフィグラ 　,2012年4月13日,田中敏和 (愛知),（株）ファーストビジ,ダーレー・ジャパン・ファーム,日高町,,ファンタスティックライト,ベラドーラＩＩ,Danzig,0.00,0.00
2012101597,Poisedの2012 　,2012年2月28日, ,,ダーレー・ジャパン・ファーム,日高町,,ディープスカイ,Poised,Rahy,0,0
2012101598,プラニスフィア 　,2012年5月14日,牧光二 (美浦),Ｈ．Ｈ．シェイク・モハメド,ダーレー・ジャパン・ファーム,日高町,,ディープスカイ,マザーシプトン,Darshaan,0.00,600.00
2012101599,ヘヴンアンドアース 　,2012年3月4日,小島太 (美浦),Ｈ．Ｈ．シェイク・モハメド,ダーレー・ジャパン・ファーム,日高町,,アドマイヤムーン,ミズナ,Dubai Millennium,0.00,0.00
2012101600,マンオブラマンチャ 　,2012年4月22日,黒岩陽一 (美浦),Ｈ．Ｈ．シェイク・モハメド,ダーレー・ジャパン・ファーム,日高町,,コマンズ,ミュージカルII,In the Wings,0.00,45.00
2012101601, □地エターナルスカイ 　,2012年1月17日,藤田輝信 (大井),今村明浩,ダーレー・ジャパン・ファーム,日高町,,ディープスカイ,メイビーフォーエヴァー,Zafonic,110.00,110.00
2012101602,インフェルノ 　,2012年3月30日,池添兼雄 (栗東),Ｈ．Ｈ．シェイク・モハメド,ダーレー・ジャパン・ファーム,日高町,,パイロ,モケット,Maria's Mon,0.00,120.00
2012101603, □地サッチイズライフ 　,2012年3月30日,高橋俊之 (金沢),（株）ファーストビジ,ダーレー・ジャパン・ファーム,日高町,,ストーミングホーム,ライフストーリー,Capote,0.00,0.00
2012101604,ボニファチオ 　,2012年4月22日,角田晃一 (栗東),Ｈ．Ｈ．シェイク・モハメド,ダーレー・ジャパン・ファーム,日高町,,アドマイヤムーン,ラヴァリーノ,Unbridled's Song,0.00,6.40
2012101605,アノシュカ 　,2012年2月25日,中内田充 (栗東),Ｈ．Ｈ．シェイク・モハメド,ダーレー・ジャパン・ファーム,日高町,,コマンズ,ラシアンレヴォリューション,Dubai Millennium,0.00,0.00
2012101606, □地エッジクリフ 　,2012年2月18日,村上頼章 (大井),堂守貴志,ダーレー・ジャパン・ファーム,日高町,,コマンズ,ラッシュカッター,Red Ransom,0.00,275.00
2012101607, □地ズコット 　,2012年2月1日,小国博行 (北海道),原久美子,ダーレー・ジャパン・ファーム,日高町,,パイロ,ラドルチェ,Gone West,0.00,0.00
2012101608, □地スカイフック 　,2012年4月13日,高橋俊之 (金沢),（株）ファーストビジ,ダーレー・ジャパン・ファーム,日高町,,ディープスカイ,リメレンス,Seeking the Gold,0.00,0.00
2012101609,ルビローサ 　,2012年2月5日,岡田稲男 (栗東),Ｈ．Ｈ．シェイク・モハメド,ダーレー・ジャパン・ファーム,日高町,,コマンズ,ルビーズアンドダイアモンズ,シングスピール,0.00,50.00
2012101610,フラリシング 　,2012年1月27日,中内田充 (栗東),Ｈ．Ｈ．シェイク・モハメド,ダーレー・ジャパン・ファーム,日高町,,パイロ,ルークラティブ,Seeking the Gold,0.00,0.00
