Index,馬名,生年月日,調教師,馬主,生産者,産地,セリ取引価格,父,母,母父,POG期間賞金_半期,POG期間賞金_通年
2013100957, □地ガルレディー 　,2013年3月22日,米川伸也 (北海道),（有）槇本牧場,槇本牧場,日高町,,ビービーガルダン,ポートガルチ,サンダーガルチ,68.50,68.50
2013100958, ○地パーソナルマキ 　,2013年3月29日,的場均 (美浦),槇本牧場,槇本牧場,日高町,,パーソナルラッシュ,マキハタスペシャル,Marscay,532.00,532.00
2013100959, □地ラッキーバトル 　,2013年4月4日,宗形竹見 (大井),（有）槇本牧場,槇本牧場,日高町,,バトルプラン,マキハタターキー,サザンヘイロー,434.00,1129.00
2013100960,ラッシュストーム 　,2013年3月12日,浜田多実 (栗東),ヒダカ・ブリーダーズ・ユニオン,槇本牧場,日高町,,ザール,ラッシュウインド,ワイルドラッシュ,275.00,775.00
2013100961,ダズリングベリー 　,2013年5月3日,武井亮 (美浦),ヒダカ・ブリーダーズ・ユニオン,槇本牧場,日高町,,パイロ,ワイルドベリー,フジキセキ,0.00,123.00
2013100962,スマートメダリオン 　,2013年3月17日,吉田直弘 (栗東),トニー倶楽部,増尾牧場,日高町,,ゴールドアリュール,ウッドウインド,ティンバーカントリー,0.00,62.00
2013100963,ファーマステラ 　,2013年3月12日,加藤敬二 (栗東),中西功,増尾牧場,日高町,,ゴールドアリュール,オーブシュプレーム,サクラバクシンオー,0.00,0.00
2013100964, □地ジュンサザンクロス 　,2013年4月3日,小久保智 (浦和),河合純二,増尾牧場,日高町,,スウェプトオーヴァーボード,ショップインミラノ,フレンチデピュティ,751.50,837.50
2013100965, □地ディアマルコ 　,2013年4月27日,那俄性哲 (福山),（有）アシスタント,松平牧場,日高町,151万円 (2014年 北海道オータムセール),スパイキュール,エコパン,ツルマルボーイ,113.20,728.10
2013100966, □地フリューゲル 　,2013年4月1日,織田誠 (兵庫),（有）アシスタント,松平牧場,日高町,248万円 (2014年 北海道オータムセール),デュランダル,セイヴィングス,サクラバクシンオー,40.50,99.30
2013100967,ウメジマコマチ 　,2013年4月21日,柄崎孝 (美浦),村田滋,松平牧場,日高町,,ヴァーミリアン,ナスニコイシテ,アジュディケーティング,0.00,0.00
2013100968,アンペラール 　,2013年5月31日,池添兼雄 (栗東),カナヤマホールディングス,松平牧場,日高町,864万円 (2015年 北海道トレーニングセール),スウェプトオーヴァーボード,フルーリー,ジェイドロバリー,410.00,410.00
2013100969,ヘヴンズカーニバルの2013 　,2013年4月27日, ,,松平牧場,日高町,,キングヘイロー,ヘヴンズカーニバル,サンダーガルチ,0,0
2013100970, □地ハーモニーウェイブ 　,2013年5月10日,佐藤茂 (金沢),日下部勝徳,三宅正弘,日高町,,マルカシェンク,アデライーデ,エルハーブ,0.00,4.00
2013100971, □地ドリームダークアイ 　,2013年5月7日,斉藤正弘 (北海道),辻祐二,三宅和男,日高町,,アドマイヤマックス,ドリームダンシーズ,オジジアン,499.00,499.00
2013100972, □地サーブルレーヌ 　,2013年3月16日,鈴木正也 (金沢),米田博,三輪幸子,日高町,270万円 (2014年 北海道オータムセール),カジノドライヴ,キタノオペラ,グランドオペラ,29.60,40.20
2013100973, □地アドヴァンテージ 　,2013年4月10日,赤嶺本浩 (大井),二瓶徹,三輪幸子,日高町,,タニノギムレット,サクラササヤキ,ノーアテンション,0.00,0.00
2013100974,クリノマルボルク 　,2013年3月19日,南井克巳 (栗東),栗本博晴,三輪牧場,日高町,335万円 (2014年 北海道サマーセール),ゴールドヘイロー,クイックリプライ,Pulpit,75.00,112.00
2013100975,クリノサンレオ 　,2013年5月18日,藤沢則雄 (栗東),栗本博晴,三輪牧場,日高町,,キングヘイロー,クリノビリオネア,ディアブロ,70.00,955.00
2013100976, □地キタノクロヒメ 　,2013年4月26日,小西重征 (岩手),新井昭二,三輪牧場,日高町,,ブラックタイド,スズヒメ,チーフベアハート,32.80,32.80
2013100977, □地ラブイズアート 　,2013年2月8日,山田義人 (佐賀),丸岡啓一,三輪牧場,日高町,216万円 (2014年 北海道サマーセール),グラスワンダー,マキハタスリリング,ステイゴールド,0.00,0.50
2013100978, □地アイシャドウ 　,2013年4月18日,荒巻透 (愛知),迎徹,三輪牧場,日高町,,アグネスデジタル,マチカネキミガタメ,ブライアンズタイム,53.60,85.10
2013100979, □地ベルベットムーブ 　,2013年3月2日,小西重征 (岩手),半沢（有）,メイプルファーム,日高町,,シニスターミニスター,グレイスフルムーヴ,アフリート,0.00,16.00
2013100980,シセイヒビキ 　,2013年4月16日,高橋文雅 (美浦),猪苗代勇,メイプルファーム,日高町,,タニノギムレット,シセイヒミコ,ダンスインザダーク,0.00,0.00
2013100981,アラモアナロマンス 　,2013年4月28日,牧田和弥 (栗東),横瀬兼二,メイプルファーム,日高町,,ドリームジャーニー,タヤスロマンス,カーネギー,0.00,0.00
2013100982,ネオヴァンプアップ 　,2013年4月3日,音無秀孝 (栗東),小林仁幸,メイプルファーム,日高町,,カンパニー,ネオイユドゥレーヌ,ホワイトマズル,0.00,48.00
2013100983,ネオヴァイン 　,2013年3月26日,小崎憲 (栗東),小林仁幸,メイプルファーム,日高町,,ダノンシャンティ,ネオヴェリーベリー,ホワイトマズル,0.00,150.00
2013100984,シセイキセキ 　,2013年4月26日,宗像義忠 (美浦),猪苗代勇,メイプルファーム,日高町,,シンボリクリスエス,ブライアンズイブ,ブライアンズタイム,0.00,0.00
2013100985,ネオヴィッパー 　,2013年3月21日,田所秀孝 (栗東),小林仁幸,メイプルファーム,日高町,,スウェプトオーヴァーボード,プラチナキャスト,ティンバーカントリー,0.00,0.00
2013100986,マイハーベスト 　,2013年5月22日,高橋文雅 (美浦),西城公雄,メイプルファーム,日高町,,キンシャサノキセキ,マイグリーン,ダンシングブレーヴ,0.00,238.00
2013100987, □地シグラップジュリア 　,2013年2月26日,深野塁 (川崎),杉浦和也,メイプルファーム,日高町,,カジノドライヴ,ルーシエン,ネオユニヴァース,89.90,230.70
2013100988,モズエエヤン 　,2013年5月27日,鮫島一歩 (栗東),キャピタル・システム,目黒牧場,日高町,,アグネスデジタル,グランプリシリウス,アグネスタキオン,0.00,0.00
2013100989, □地モズメシア 　,2013年4月10日,工藤真司 (高知),藤田司,目黒牧場,日高町,,クロフネ,シンメイジョアー,カリスタグローリ,0.00,1.00
2013100990, □地モズジュピター 　,2013年5月4日,工藤真司 (高知),須田靖之,目黒牧場,日高町,,カネヒキリ,ナチュラルブリッジ,ディープインパクト,0.00,16.30
2013100991,モズワッショイ 　,2013年3月29日,牧浦充徳 (栗東),キャピタル・システム,目黒牧場,日高町,,サウスヴィグラス,バーレーヘッズ,スペシャルウィーク,230.00,1170.00
2013100992,モズフェローズ 　,2013年4月19日,中尾秀正 (栗東),キャピタル・システム,目黒牧場,日高町,,ハービンジャー,ペルファヴォーレ,アフリート,0.00,0.00
2013100993,アルコステラート 　,2013年4月16日,吉村圭司 (栗東),藤田孟司,モリナガファーム,日高町,,ゴールドアリュール,イリデ,Indian Charlie,0.00,500.00
2013100994,カフジキセキ 　,2013年4月4日, ,,モリナガファーム,日高町,,キンシャサノキセキ,ウツセミ,Machiavellian,0,0
2013100995, □地ロックデザイヤ 　,2013年2月28日,遠藤茂 (大井),古賀和夫,モリナガファーム,日高町,475万円 (2014年 北海道サマーセール),サウスヴィグラス,グランドサファイヤ,アジュディケーティング,87.50,417.50
2013100996,ショウサングランド 　,2013年3月10日,牧田和弥 (栗東),鈴木昭和,モリナガファーム,日高町,,シンボリクリスエス,ショウサンウルル,Grand Slam,0.00,810.00
2013100997,ラッキーポイント 　,2013年4月19日,奥村武 (美浦),村山忠弘,モリナガファーム,日高町,,タニノギムレット,スプライトダンス,ダンスインザダーク,480.00,980.00
2013100998,ドゥドゥドゥ 　,2013年5月14日,矢作芳人 (栗東),ターフ・スポート,モリナガファーム,日高町,,ロージズインメイ,ドゥーワップ,ジェイドロバリー,110.00,610.00
2013100999,エイム 　,2013年2月20日,西村真幸 (栗東),ライオンレースホース,モリナガファーム,日高町,864万円 (2014年 セレクトセール),マンハッタンカフェ,ナカミファンタジア,モガミ,0.00,710.00
2013101000, □地マサタケハート 　,2013年2月19日, (地方),岡田誠治,モリナガファーム,日高町,648万円 (2014年 北海道サマーセール),スターリングローズ,バトルヒミコ,シンボリクリスエス,9.60,51.60
2013101001, □地ラファールフォー 　,2013年4月18日,坂口義幸 (愛知),豊原純弥,モリナガファーム,日高町,,スーパーホーネット,ピユカンタービレ,スペシャルウィーク,180.00,180.00
2013101002,フルミリエ 　,2013年3月6日,藤沢和雄 (美浦),加藤信之,モリナガファーム,日高町,,タイキシャトル,フラウラ,クロフネ,0.00,0.00
2013101003,トップゴールド 　,2013年5月3日,今野貞一 (栗東),田島政光,モリナガファーム,日高町,,ゴールドアリュール,プリンセスメイク,キャプテンスティーヴ,0,0
2013101004, □地スイートリフレイン 　,2013年3月6日,森下淳平 (大井),山口裕介,モリナガファーム,日高町,,ゼンノロブロイ,ミラクルファンタジ,スキャン,261.00,343.50
2013101005, □地ワンダーローズ 　,2013年4月12日,河津裕昭 (川崎),村山忠弘,モリナガファーム,日高町,,ロージズインメイ,ワンダーガール,シルヴァーエンディング,191.60,257.60
2013101006,ショウナンアンセム 　,2013年4月10日,田中剛 (美浦),湘南,森永牧場,日高町,,ジャングルポケット,ヴォラドーレス,クロフネ,829.90,2333.30
2013101007,ダノンワールド 　,2013年3月20日,矢作芳人 (栗東),ダノックス,森永牧場,日高町,"4,095万円 (2013年 セレクトセール)",Sea The Stars,レーヴレヴューズ,Sadler's Wells,0.00,0.00
2013101008,プラトロッソ 　,2013年5月5日,田村康仁 (美浦),Ｂａｓｉｃ,森永牧場,日高町,,スターリングローズ,ロッソペーガゾ,ブライアンズタイム,0.00,135.00
2013101009, □地クロシオソダチ 　,2013年5月18日,別府真司 (高知),高沢正幸,森永睦夫,日高町,,ロッコウオロシ,バトルバーズアイ,セイウンスカイ,29.30,58.30
2013101010, □地ステルスブルー 　,2013年4月20日,藤原智行 (浦和),小嶋絹子,門別正,日高町,,ナカヤマフェスタ,チャーミングタンゴ,アフリート,75.90,223.20
2013101011, □地プティプディング 　,2013年3月28日,桧森邦夫 (北海道),門別敏朗,門別敏朗,日高町,,エイシンデピュティ,プラムプティング,アフリート,9.00,45.20
2013101012,スピンシュート 　,2013年3月24日, ,,門別敏朗,日高町,,アドマイヤマックス,ホクトジョーオー,シンボリルドルフ,0,0
2013101013, □地メサヴェルデ 　,2013年3月15日,茂崎正善 (兵庫),門別敏朗,門別敏朗,日高町,,スリーロールス,ポンデュガール,フォーティナイナー,72.30,128.70
2013101014, □地イーサンセキトバ 　,2013年4月10日,加藤誠一 (地方),国本勇,門別敏朗,日高町,302万円 (2014年 北海道オータムセール),アッミラーレ,ラッフィナータ,カリスタグローリ,0.00,261.60
2013101015,アドラーの2013 　,2013年6月3日, ,,門別牧場,日高町,,スターリングローズ,アドラー,Nureyev,0,0
2013101016, □地スターエース 　,2013年3月7日,久保與造 (大井),望月朋子,門別牧場,日高町,,スターリングローズ,エースジャンヌ,オンファイア,180.00,223.10
2013101017, □地ダイエーカチドキ 　,2013年5月2日,酒井一則 (高崎),田島募,門別牧場,日高町,,スターリングローズ,ガッテンマリー,ネオユニヴァース,88.70,137.70
