Index,馬名,生年月日,調教師,馬主,生産者,産地,セリ取引価格,父,母,母父,POG期間賞金_半期,POG期間賞金_通年
2010101580,ディオーサシチー 　,2010年3月14日,和田雄二 (美浦),友駿ホースクラブ,幌村牧場,新ひだか町,,シンボリクリスエス,アーチスト,In the Wings,0.00,280.00
2010101581,ハドソンシチー 　,2010年3月9日,佐々木晶 (栗東),友駿ホースクラブ,幌村牧場,新ひだか町,,マンハッタンカフェ,イソノフォーティ,フォーティナイナー,795.00,795.00
2010101582, □地オーバードリーム 　,2010年4月30日,中川竜馬 (佐賀),平島和也,幌村牧場,新ひだか町,,サイレントディール,ダイワメルヘン,サクラバクシンオー,15.40,16.20
2010101583,フェアリーシチー 　,2010年2月21日,清水出美 (栗東),友駿ホースクラブ,幌村牧場,新ひだか町,,アルカセット,ダンシングメリー,シンボリルドルフ,0.00,1.50
2010101584,ヴェリータシチー 　,2010年4月23日,上原博之 (美浦),友駿ホースクラブ,幌村牧場,新ひだか町,,アドマイヤムーン,フレームオブトゥルース,Rainbow Quest,0.00,0.00
2010101585,マルスシチー 　,2010年4月23日,池上昌弘 (美浦),友駿ホースクラブ,幌村牧場,新ひだか町,,ルールオブロー,レディクラシック,ブライアンズタイム,0.00,75.00
2010101586,アマネセル 　,2010年3月24日,奥平雅士 (美浦),西山茂行,本桐牧場,新ひだか町,,タイムパラドックス,ウィッティシズム,Barathea,0.00,0.00
2010101587,ビックファントム 　,2010年3月10日,勢司和浩 (美浦),芹澤精一,本桐牧場,新ひだか町,399万円 (2011年 北海道サマーセール),アフリート,エリカオンヒル,Century City,185.00,535.00
2010101588, ○地ケンブリッジアーサ 　,2010年4月5日,石栗龍彦 (美浦),中西桂子,ケンブリッジバレー,新ひだか町,,ブラックタイド,ケンブリッジジャズ,アジュディケーティング,0.00,200.00
2010101589, □地スリークスタイル 　,2010年3月11日,武藤敏明 (佐賀),（有）ホースケア,本桐牧場,新ひだか町,,プリサイスエンド,ショウナンアネーロ,ダンスインザダーク,0.00,0.00
2010101590, □地ゴージャスデジタル 　,2010年4月20日,伊藤勝己 (愛知),（有）ホースケア,本桐牧場,新ひだか町,,アグネスデジタル,シンフォニスト,サクラバクシンオー,10.80,12.30
2010101591,タイセイロバリー 　,2010年4月4日,菊川正達 (美浦),田中成奉,本桐牧場,新ひだか町,641万円 (2011年 北海道サマーセール),プリサイスエンド,シンワロバリー,ジェイドロバリー,850.00,850.00
2010101592, □地イセノラヴィソン 　,2010年5月12日,佐藤厚弘 (船橋),（株）ドン,本桐牧場,新ひだか町,,ファスリエフ,スワンプキャット,Storm Cat,0.00,287.60
2010101593,アドマイヤテンザン 　,2010年3月10日,須貝尚介 (栗東),近藤利一,本桐牧場,新ひだか町,630万円 (2011年 北海道サマーセール),アドマイヤマックス,トーヨーフレンチ,フレンチデピュティ,0,0
2010101594,エンプレスリリー 　,2010年5月23日,的場均 (美浦),本桐牧場,本桐牧場,新ひだか町,,キングヘイロー,ドミナスジェンヌ,ノーザンテースト,0.00,0.00
2010101595, ○地ビームマシンガン 　,2010年3月4日,水野貴広 (美浦),西山茂行,本桐牧場,新ひだか町,,プリサイスエンド,ニシノカイシンゲキ,サクラバクシンオー,0.00,0.00
2010101596,ニシノオタフク 　,2010年3月22日,田中剛 (美浦),西山茂行,本桐牧場,新ひだか町,,フレンチデピュティ,ニシノカメリア,アフリート,0.00,0.00
2010101597,ニシノレゾネ 　,2010年4月3日,杉浦宏昭 (美浦),西山茂行,本桐牧場,新ひだか町,,グランデラ,ニシノキュベレー,サクラバクシンオー,630.00,630.00
2010101598,ニシノラフィーネ 　,2010年2月19日,武藤善則 (美浦),西山茂行,本桐牧場,新ひだか町,,タニノギムレット,ニシノタカラヅカ,サンデーサイレンス,0.00,0.00
2010101599, □地ニシノビスチェ 　,2010年4月3日,藤田正治 (笠松),（有）ホースケア,本桐牧場,新ひだか町,,キングヘイロー,ニシノチャペル,サッカーボーイ,0.00,0.00
2010101600,ゴールドマグナム 　,2010年5月10日,斎藤誠 (美浦),ＨｉｍＲｏｃｋＲａｃｉｎｇ,本桐牧場,新ひだか町,"1,208万円 (2011年 セレクトセール)",ステイゴールド,ニシノビギン,パラダイスクリーク,280.00,280.00
2010101601, □地ニシノニカ 　,2010年4月29日, (地方),大黒富美子,本桐牧場,新ひだか町,,スタチューオブリバティ,ニシノフレイア,Seeking the Gold,200.00,269.00
2010101602, □地グンジョウノソラ 　,2010年3月24日,大島静夫 (佐賀),松本英泰,本桐牧場,新ひだか町,,マヤノトップガン,ハギノオマージュ,サンデーサイレンス,0.00,0.00
2010101603,ワンダリングブルー 　,2010年3月25日,小崎憲 (栗東),ブルーマネジメント,ケンブリッジバレー,新ひだか町,,グラスワンダー,バイオレントムーヴ,Seeking the Gold,0.00,0.00
2010101604, □地ミスティー 　,2010年5月9日,若林達彦 (福山),池田征二,本桐牧場,新ひだか町,158万円 (2011年 北海道サマーセール),サムライハート,プリンセスレール,サッカーボーイ,0.00,0.80
2010101605,メイショウサーフ 　,2010年2月7日,藤岡範士 (栗東),松本和子,本桐牧場,新ひだか町,,メイショウボーラー,メイショウハナビ,メイショウドトウ,0.00,0.00
2010101606, □地グラマラスオレンジ 　,2010年5月20日,河津裕昭 (川崎),天笠哲勇,本桐牧場,新ひだか町,126万円 (2011年 北海道オータムセール),アサクサデンエン,メイショウヤマブキ,ジョリーズヘイロー,0.00,0.00
2010101607,リキサンステルス 　,2010年4月4日,奥平雅士 (美浦),ハイパワー商事,本桐牧場,新ひだか町,,マンハッタンカフェ,リキサンピュアティ,トニービン,0.00,1559.80
2010101608,シーボルト 　,2010年4月16日,黒岩陽一 (美浦),重松國建,前川勇,新ひだか町,,マーベラスサンデー,エイシンガンマ,ミシエロ,25.00,89.40
2010101609, □地ヤマノスイジン 　,2010年3月17日,高橋清顕 (地方),山本勝美,前川隆則,新ひだか町,,グラスワンダー,アクアプラネット,エルコンドルパサー,160.00,160.00
2010101610, □地カシノオパール 　,2010年2月7日,古賀光範 (佐賀),柏木務,前川隆則,新ひだか町,,マヤノトップガン,サントシャペル,クロフネ,0.00,200.00
2010101611,カシノビッグベン 　,2010年3月25日,梅内忍 (栗東),柏木務,前川隆則,新ひだか町,315万円 (2011年 北海道サマーセール),マヤノトップガン,ニシノファンシー,キンググローリアス,0.00,0.00
2010101612,カシノパシオン 　,2010年4月8日,梅内忍 (栗東),柏木務,前川隆則,新ひだか町,263万円 (2011年 北海道サマーセール),プリサイスエンド,ノーザンセレナード,ノーザンテースト,740.00,740.00
2010101613, ○地マヤノラムダ 　,2010年4月30日,西村真幸 (栗東),田所英子,前川隆則,新ひだか町,,キングヘイロー,ポットブリリアンス,キンググローリアス,130.00,335.00
2010101614, □地カシノオーブ 　,2010年2月9日,東美義 (佐賀),柏木務,前川隆則,新ひだか町,263万円 (2011年 北海道サマーセール),キングヘイロー,マヤノロゼッタ,マヤノトップガン,0.00,120.00
2010101615, □地マスクバル 　,2010年3月30日,佐藤祐司 (岩手),門野文典,前川正美,新ひだか町,735万円 (2012年 JRAブリーズアップセール),キングカメハメハ,コメンデーション,コマンダーインチーフ,0.00,0.00
2010101616, □地ノーブルダンス 　,2010年1月26日, (地方),戸崎利彦,前川正美,新ひだか町,420万円 (2012年 JRAブリーズアップセール),ダンスインザダーク,ステンレスダンサー,ジェイドロバリー,70.00,71.40
2010101617,アワサンシャイン 　,2010年3月16日,伊藤圭三 (美浦),吉田和子,前川正美,新ひだか町,,アグネスタキオン,ドリームインザサン,トニービン,0.00,0.00
2010101618,オルゲイユ 　,2010年4月1日,岡田稲男 (栗東),Ｇ１レーシング,前川正美,新ひだか町,,ディープインパクト,ヒドゥンダンス,Nureyev,0.00,476.00
2010101619, □地ピースオブウィーク 　,2010年3月11日,小久保智 (浦和),菅原通次,前川正美,新ひだか町,,スペシャルウィーク,ファーイースト,トニービン,0.00,110.00
2010101620, □地アテナチャン 　,2010年5月4日,松本隆宏 (北海道),（有）上水牧場,前川正美,新ひだか町,473万円 (2011年 北海道オータムセール),ゴールドアリュール,フェルモイ,Irish River,24.00,34.00
2010101621,リアルターキンの2010 　,2010年2月26日, ,,前川正美,新ひだか町,641万円 (2011年 北海道セレクションセール),ネオユニヴァース,リアルターキン,リアルシャダイ,0,0
2010101622,ラガーファンタジー 　,2010年4月24日,清水久詞 (栗東),奥村啓二,前川正美,新ひだか町,,クロフネ,ロザヴィア,サンデーサイレンス,0,0
2010101623, □地ウインラヴタイム 　,2010年4月14日,大島静夫 (佐賀),吉田英治,前田宗将,新ひだか町,158万円 (2011年 北海道サマーセール),タイムパラドックス,アポインテッドラブ,Gentlemen,0.00,66.00
2010101624, □地アポロノーティ 　,2010年3月30日,青木達彦 (笠松),（株）ファーストビジ,前田宗将,新ひだか町,,アポロキングダム,アポロファンタジー,Red Ransom,0.00,27.60
2010101625,マルティナ 　,2010年3月27日,牧浦充徳 (栗東),岡浩二,前田宗将,新ひだか町,210万円 (2011年 北海道サマーセール),テレグノシス,ゴートゥグローリー,Summer Squall,0.00,0.00
2010101626,アズーリ 　,2010年2月28日,尾関知人 (美浦),ノースヒルズ,前田宗将,新ひだか町,"2,048万円 (2012年 JRAブリーズアップセール)",アルデバランＩＩ,セーフアズロック,ロックオブジブラルタル,0.00,0.00
2010101627,タヤスオドリコの2010 　,2010年4月10日, ,,前田宗将,新ひだか町,,フジキセキ,タヤスオドリコ,ミルジョージ,0,0
2010101628,アポロカーネル 　,2010年4月1日,柴崎勇 (美浦),アポロサラブレッドクラブ,前田宗将,新ひだか町,,アポロキングダム,トランクイリティー,トニービン,840.00,1507.00
2010101629, □地アポロチャーム 　,2010年3月29日,宗石大 (高知),車安雄,前田宗将,新ひだか町,,アポロキングダム,ハチノヨウニサス,War Chant,0.00,4.60
2010101630,ポークチョップ 　,2010年3月5日,菅原泰夫 (美浦),鈴木照雄,前田宗将,新ひだか町,,ゴールドヘイロー,フィールドボニータ,コロナドズクエスト,400.00,1065.00
2010101631, □地タケノバーディー 　,2010年2月6日,辻野豊 (大井),小笠原武,前田宗将,新ひだか町,641万円 (2012年 北海道トレーニングセール),アルデバランＩＩ,ヘバラー,Fairy King,25.00,25.00
2010101632,ダルメシアン 　,2010年4月5日,伊藤伸一 (美浦),本間茂,前田宗将,新ひだか町,368万円 (2011年 北海道オータムセール),トーセンダンス,ミムズリターン,Woodman,130.00,130.00
2010101633,カワイコチャン 　,2010年4月26日,尾関知人 (美浦),スリースターズレーシング,前田宗将,新ひだか町,,ゴールドヘイロー,モエレヒライス,エリシオ,250.00,525.00
2010101634, □地オクタヴィア 　,2010年4月1日,高橋純 (地方),（同）ＪＰＮ技研,前田宗将,新ひだか町,,アドマイヤムーン,モエレプット,ゴールドヘイロー,75.00,125.00
2010101635,フリークエンシー 　,2010年3月2日,湯窪幸雄 (栗東),山上和良,松田一夫,新ひだか町,210万円 (2011年 北海道サマーセール),タイムパラドックス,ソラノチャーマー,タイキブリザード,0.00,815.00
2010101636,マイネルオードビー 　,2010年3月25日,中村均 (栗東),サラブレッドクラブ・ラフィアン,松本牧場,新ひだか町,630万円 (2011年 北海道サマーセール),グラスワンダー,エーシンブランディ,ダンスインザダーク,170.00,170.00
2010101637,ケージーオパール 　,2010年3月12日,水野貴広 (美浦),川井五郎,松本牧場,新ひだか町,,プリサイスエンド,ケージーオテンバ,マヤノトップガン,0,0
