Index,馬名,生年月日,調教師,馬主,生産者,産地,セリ取引価格,父,母,母父,POG期間賞金_半期,POG期間賞金_通年
2011101598, □地アクティブウイーク 　,2011年4月23日,山際孝幸 (笠松),山際義明,山際セントラルスタッド,新ひだか町,,ヴィクトリー,プリンセスミミカ,フサイチコンコルド,76.80,113.10
2011101599, □地ファインリーナギサ 　,2011年3月23日,香取和孝 (大井),（有）アクアプロット,山際セントラルスタッド,新ひだか町,,トワイニング,ミスフースイ,スキャターザゴールド,0.00,0.00
2011101600, □地ステータスディバ 　,2011年3月18日,溝橋利喜 (兵庫),組）オールザベスト組,山際牧場,新ひだか町,,ストーミングホーム,アポロクイック,クロフネ,14.50,18.70
2011101601, □地アポロコンプリート 　,2011年2月28日,那俄性哲 (福山),鈴木剛史,山際牧場,新ひだか町,,ストーミングホーム,アポロパーフェクト,シンボリクリスエス,0.80,11.80
2011101602,テイエムイチリュウ 　,2011年3月12日,五十嵐忠 (栗東),竹園正繼,山際牧場,新ひだか町,"2,835万円 (2012年 北海道セレクションセール)",バゴ,サンデーブレーヴ,ダンシングブレーヴ,0.00,0.00
2011101603,ミルクデール 　,2011年4月5日, ,,山際牧場,新ひだか町,,キングカメハメハ,ミルクトーレル,ダンスインザダーク,0,0
2011101604,エイブルカイザー 　,2011年5月3日,二ノ宮敬 (美浦),中澤隆,山際牧場,新ひだか町,,キングカメハメハ,ヤマサクイーン,ハープアイル,0.00,54.00
2011101605,エステーミー 　,2011年3月23日,萱野浩二 (美浦),齋藤宏明,山口忠彦,新ひだか町,315万円 (2013年 北海道トレーニングセール),ストーミングホーム,エヴァブルーム,スペシャルウィーク,0.00,0.00
2011101606, □地セイントシンホニー 　,2011年5月14日,鈴木七郎 (岩手),内海正章,山口忠彦,新ひだか町,315万円 (2013年 北海道トレーニングセール),リンカーン,ブラシングテースト,ノーザンテースト,12.10,33.80
2011101607,モズニントク 　,2011年3月18日,南井克巳 (栗東),キャピタル・システム,山野牧場,新ひだか町,441万円 (2012年 北海道サマーセール),ワイルドラッシュ,エイシンルンルン,マヤノトップガン,180.00,401.00
2011101608, □地フルスロットル 　,2011年3月26日,米田英世 (大井),（有）大野商事,山野牧場,新ひだか町,,アルカセット,キタサンキャンドル,サンダーガルチ,218.00,274.00
2011101609,コスモビートアウトの2011 　,2011年4月9日, ,,山野牧場,新ひだか町,263万円 (2013年 北海道トレーニングセール),ティンバーカントリー,コスモビートアウト,サッカーボーイ,0,0
2011101610, □地ハナズフィフティ 　,2011年3月9日,藤木一男 (金沢),（同）ＪＰＮ技研,山野牧場,新ひだか町,53万円 (2012年 北海道サマーセール),スウィフトカレント,ナナミメロディー,Sri Pekan,0.00,0.00
2011101611, □地アラビアンナイト 　,2011年4月30日,赤嶺本浩 (大井),二瓶徹,山本昇寿,新ひだか町,,マイネルラヴ,サイレンスマリア,サンデーサイレンス,32.00,32.00
2011101612,サザンカの2011 　,2011年4月12日, ,,山本昇寿,新ひだか町,,ワイルドラッシュ,サザンカ,Green Desert,0,0
2011101613, □地キンググラッパ 　,2011年5月10日,鈴木義久 (地方),小林勝,山本昇寿,新ひだか町,578万円 (2012年 北海道サマーセール),サウスヴィグラス,ラストヒット,スラヴィック,0.00,11.00
2011101614,レディレイナの2011 　,2011年2月26日, ,,山本昇寿,新ひだか町,315万円 (2012年 北海道サマーセール),ダンスインザダーク,レディレイナ,トウカイテイオー,0,0
2011101615,フクノブリューナク 　,2011年5月2日,高橋文雅 (美浦),福島祐子,米田和子,新ひだか町,263万円 (2012年 北海道サマーセール),エイシンデピュティ,エヴァソーマッチ,アフリート,50.00,430.00
2011101616,ムードフォーラブの2011 　,2011年5月24日, ,,米田和子,新ひだか町,,オペラハウス,ムードフォーラブ,Darshaan,0,0
2011101617, □地グランビジュー 　,2011年5月6日,佐々木洋 (大井),今野鐵男,米田牧場,新ひだか町,,ルールオブロー,キタサンアジタート,マーベラスサンデー,48.00,48.00
2011101618,ドラドラゴン 　,2011年4月20日,古賀史生 (美浦),大野龍,米田牧場,新ひだか町,,マイネルセレクト,キタサンオリュウ,マリエンバード,0.00,0.00
2011101619,グランドリビエール 　,2011年3月28日,友道康夫 (栗東),森岡幸人,米田牧場,新ひだか町,,フサイチコンコルド,フジコウゴールド,フォーティナイナー,0.00,0.00
2011101620, □地ワンダーライツ 　,2011年4月1日,九日俊光 (佐賀),山本信行,米田牧場,新ひだか町,,ケイムホーム,ワンダーブランニュ,シャーディー,70.00,200.00
2011101621,グローリタイアンの2011 　,2011年5月2日, ,,レースホース,新ひだか町,,サイレントディール,グローリタイアン,ナイスダンサー,0,0
2011101622, □地ヨゾラ 　,2011年4月19日,石川浩文 (佐賀),小原準一郎,レースホース,新ひだか町,,アドマイヤボス,シークレットダイヤ,アジュディケーティング,0.00,36.00
2011101623, □地テラザレーヌ 　,2011年3月24日,荒巻透 (愛知),海野修太郎,レースホース,新ひだか町,,パーソナルラッシュ,テラザイザベラ,アルカセット,0.00,12.00
2011101624, □地ナイキアドヴァンス 　,2011年4月26日,蛯名雄太 (大井),小野勝基,レースホース,新ひだか町,,サムライハート,ナイキアクトレス,アフリート,143.50,413.50
2011101625, □地テラザルシダ 　,2011年5月5日,深野塁 (川崎),海野修太郎,レースホース,新ひだか町,,オンファイア,ハタノプラウド,エリシオ,250.00,292.00
2011101626, □地イーサンボンバー 　,2011年5月30日,赤嶺本浩 (大井),国本勇,レースホース,新ひだか町,,スターリングローズ,パピヨンフラッグ,リンドシェーバー,250.00,250.00
2011101627, □地ケンブリッジベスト 　,2011年4月22日,新井清重 (船橋),中西宏彰,ケンブリッジバレー,新ひだか町,,ヴィクトリー,ケンアマツカゼ,マーベラスサンデー,700.00,700.00
2011101628, □地ロールスブリス 　,2011年4月21日,若松平 (北海道),荒井克英,秋田育成牧場,新ひだか町,,スリーロールス,ブリストウショウ,ビゼンニシキ,87.00,92.00
2011101629, □地カツゲキライデン 　,2011年5月19日,桑原義光 (北海道),野々垣正義,朝野勝洋,新ひだか町,,ノボジャック,アメリカンハット,ホスピタリテイ,50.00,50.00
2011101630, □地リコーマキキ 　,2011年4月8日,本名信行 (愛知),（株）ファーストビジ,朝野勝洋,新ひだか町,,ニューイングランド,アルページ,パーシャンボーイ,0.00,0.00
2011101631, □地カツゲキファルコン 　,2011年3月29日,栗田裕光 (大井),野々垣正義,朝野勝洋,新ひだか町,,ノボジャック,チェリーコウマン,スプレンディドモーメント,123.50,123.50
2011101632, □地リコーマノア 　,2011年4月8日,荒山勝徳 (大井),土橋正雄,朝野勝洋,新ひだか町,,ニューイングランド,パーシャンスポット,パーシャンボーイ,105.00,461.00
2011101633, □地レディジャスティス 　,2011年2月15日,佐藤裕太 (船橋),橋本全弘,荒木貴宏,新ひだか町,,アジュディミツオー,アイムクイーン,シャーディー,0.00,44.00
2011101634,オリオンオンサイトの2011 　,2011年2月23日, ,,荒木貴宏,新ひだか町,,ヨハネスブルグ,オリオンオンサイト,グラスワンダー,0,0
2011101635, □地リックタラキチ 　,2011年4月30日,森山英雄 (笠松),山邉浩,荒木貴宏,新ひだか,,オンファイア,ケイアイカグラ,Songandaprayer,213.50,508.70
2011101636,サマードール 　,2011年3月3日,根本康広 (美浦),ライオンレースホース,荒木貴宏,新ひだか町,210万円 (2012年 北海道サマーセール),マイネルセレクト,サンデータッチ,ロイヤルタッチ,50.00,50.00
2011101637, □地マークビイシック 　,2011年2月27日,的場直之 (大井),的場茂,荒木貴宏,新ひだか町,,ノボジャック,ザピンキーギャル,オース,87.50,87.50
2011101638,ヨヨギマック 　,2011年2月28日,岡田稲男 (栗東),一村哲也,荒木貴宏,新ひだか町,315万円 (2012年 北海道サマーセール),スクリーンヒーロー,ザペキンハート,サンデーウェル,0.00,1120.00
2011101639, □地シリウス 　,2011年4月9日,塚田隆男 (愛知),東清志,荒木貴宏,新ひだか町,,ハイアーゲーム,ペスカトリーチェ,ラストタイクーン,71.00,103.20
2011101640,ビックナサンクス 　,2011年3月15日,加藤和宏 (美浦),平本敏夫,荒木貴宏,新ひだか町,,オリオンザサンクス,マイビッグアップル,マンハッタンカフェ,600.00,980.00
2011101641, ○地カンタベリーマーチ 　,2011年5月7日,石栗龍彦 (美浦),峰哲馬,荒谷輝和,新ひだか町,,スクリーンヒーロー,サイマルタシュ,BEHRENS,0.00,3.20
2011101642,サトノフタバの2011 　,2011年4月27日, ,,荒谷輝和,新ひだか町,,スウェプトオーヴァーボード,サトノフタバ,アグネスタキオン,0,0
2011101643,キュークッキング 　,2011年3月31日,谷潔 (栗東),栗嶋豊明,荒谷輝和,新ひだか町,,マイネルセレクト,ダークアイボリー,ダンスインザダーク,360.00,429.00
2011101644, □地メジャードレッサー 　,2011年4月20日, (地方),吉田博俊,荒谷輝和,新ひだか町,315万円 (2012年 北海道サマーセール),スウィフトカレント,ファッションショー,ノーザンテースト,24.40,42.40
2011101645,ドクタージュンコ 　,2011年3月18日,天間昭一 (美浦),稻井田安史,荒谷輝和,新ひだか町,336万円 (2013年 北海道トレーニングセール),ハイアーゲーム,レヴェトン,Malibu Moon,0.00,25.00
2011101646,ドータン 　,2011年5月7日,成島英春 (美浦),萩本企画,池田きよ子,新ひだか町,,ステイゴールド,ネジェム,シャンハイ,0.00,0.00
2011101647, □地ワキノコクリュウ 　,2011年4月21日,住吉朝男 (兵庫),脇山良之,池田牧場,新ひだか町,420万円 (2012年 北海道サマーセール),ケイムホーム,オナーザミント,Honour and Glory,0.00,825.40
2011101648, □地カサラギ 　,2011年5月30日,内村寛司 (愛知),山本忍,池田牧場,新ひだか町,,ゼンノロブロイ,ジェイケイクリーク,パラダイスクリーク,0.00,37.40
2011101649, □地イニエスタ 　,2011年4月20日,堀江仁 (大井),加藤誠,池田牧場,新ひだか町,,バゴ,ジェイケイスキャン,スキャン,50.00,50.00
2011101650, □地クローバーゼット 　,2011年4月20日,渡辺和雄 (大井),大高政一,池田牧場,新ひだか町,,ソングオブウインド,ユウキサザン,リアルシャダイ,131.20,144.20
2011101651,ロドリゴエミリの2011 　,2011年3月30日, ,,池田牧場,新ひだか町,368万円 (2012年 北海道オータムセール),ブラックタイド,ロドリゴエミリ,ロドリゴデトリアーノ,0,0
2011101652,シゲルウゴ 　,2011年4月14日,坪憲章 (栗東),森中蕃,石川栄一,新ひだか町,,ザール,シゲルコレデモカ,キンググローリアス,120.00,195.00
2011101653,シゲルシンシュウ 　,2011年3月24日,沖芳夫 (栗東),森中蕃,石川栄一,新ひだか町,,ストーミングホーム,シゲルバツグン,ジェニュイン,0.00,37.20
2011101654,シゲルワカサ 　,2011年4月22日,目野哲也 (栗東),森中蕃,石川栄一,新ひだか町,,ザール,シゲルマジックロンプ,Marauding,70.00,200.00
2011101655,テイエムスラッガー 　,2011年5月8日,五十嵐忠 (栗東),竹園正繼,石川栄一,新ひだか町,,テイエムオペラオー,テイエムマイサクラ,マリエンバード,110.00,110.00
2011101656, □地タイセイパラゴン 　,2011年3月1日,藤田輝信 (大井),田中成奉,石川栄一,新ひだか町,210万円 (2012年 北海道サマーセール),タイムパラドックス,フェアリーベル,サクラバクシンオー,730.00,730.00
2011101657, □地フクノドン 　,2011年2月5日,新井清重 (船橋),相川てる,石川栄一,新ひだか町,,タイムパラドックス,マキノギンガ,トロットサンダー,30.50,75.90
2011101658,デレペンテアスール 　,2011年3月10日,石毛善彦 (美浦),青木照吉,石川栄一,新ひだか町,,オンファイア,リメインフォレスト,アジュディケーティング,0.00,0.00
2011101659,ナイキブレイヴ 　,2011年4月17日,古賀史生 (美浦),小野誠治,石川牧場,新ひだか町,,ファスリエフ,エムアイティアラ,アフリート,0.00,0.00
